Name,Team,G,PA,AB,H,HR,R,RBI,SB,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,BB%,K%,xBA,xSLG,xwOBA,HardHit%,Barrel%,EV,LA,maxEV,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,K:BB,Rank
Jarren Duran,BOS,136,603,536,139,14,76,77,22,0.259,0.336,0.45,0.785,0.19,0.33,0.339,112,8.8,24.2,0.258,0.422,0.335,47.2,9.9,92.0,11.8,117.7,37.6,35.8,26.6,14.2,51.5,34.3,2.75,103
Heliot Ramos,SFG,135,596,528,141,16,71,58,6,0.267,0.341,0.405,0.746,0.138,0.327,0.327,112,7.6,22.8,0.25,0.414,0.325,46.5,8.3,91.6,12.1,116.0,33.2,40.7,26.1,13.3,55.00000000000001,31.7,3.0,104
Brendan Donovan,STL,110,476,423,118,9,57,45,3,0.279,0.348,0.402,0.75,0.123,0.307,0.328,112,8.4,13.200000000000001,0.291,0.457,0.355,40.7,8.2,89.8,12.0,109.6,36.1,37.4,26.5,13.4,55.7,30.9,1.57,105
Ian Happ,CHC,127,562,484,115,19,74,65,6,0.238,0.336,0.409,0.745,0.171,0.278,0.327,111,13.0,22.1,0.267,0.463,0.36,42.0,10.2,89.7,15.8,112.0,43.7,31.3,25.0,15.7,47.8,36.5,1.7,106
Vinnie Pasquantino,KCR,136,577,523,135,28,57,95,1,0.258,0.321,0.465,0.785,0.207,0.262,0.335,111,7.5,15.8,0.269,0.472,0.343,43.1,10.1,90.6,16.5,114.4,44.5,33.7,21.8,15.1,51.4,33.5,2.11,107
Brett Baty,NYM,112,378,342,87,15,48,43,8,0.254,0.316,0.43,0.745,0.175,0.299,0.323,110,8.2,23.5,0.258,0.454,0.337,46.7,12.1,90.5,5.3,115.6,37.9,41.0,21.1,18.8,44.5,36.7,2.87,108
TJ Friedl,CIN,130,585,495,133,11,73,45,11,0.269,0.368,0.382,0.75,0.113,0.311,0.336,110,11.5,16.6,0.242,0.333,0.31,31.0,2.7,86.8,13.4,107.4,47.9,32.7,19.4,17.7,55.50000000000001,26.8,1.44,109
Ryan Jeffers,MIN,112,435,380,98,9,46,44,0,0.258,0.349,0.392,0.742,0.134,0.31,0.329,110,10.8,19.5,0.252,0.416,0.334,42.2,6.800000000000001,89.2,15.9,111.0,38.2,36.1,25.7,16.9,50.3,32.8,1.81,110
Willy Adames,SFG,137,586,508,117,26,85,75,8,0.23,0.318,0.427,0.745,0.197,0.269,0.323,109,11.3,25.900000000000002,0.238,0.458,0.339,43.3,12.9,89.2,21.3,109.9,44.8,31.900000000000002,23.4,18.1,48.4,33.5,2.29,111
J.P. Crawford,SEA,135,576,499,131,9,59,46,7,0.263,0.353,0.357,0.709,0.094,0.318,0.319,109,11.6,18.6,0.273,0.398,0.337,33.8,5.0,86.8,12.0,110.1,33.8,31.8,34.3,18.5,56.10000000000001,25.3,1.6,112
Austin Hays,CIN,87,356,323,85,13,53,60,6,0.263,0.317,0.461,0.779,0.198,0.324,0.332,107,7.6,26.1,0.243,0.431,0.318,38.7,11.1,89.4,14.5,109.2,51.5,31.900000000000002,16.6,12.8,54.0,33.2,3.43,113
Brandon Marsh,PHI,114,355,316,87,8,46,31,5,0.275,0.336,0.415,0.751,0.139,0.356,0.327,107,8.7,25.4,0.273,0.443,0.337,46.2,7.7,91.1,12.3,111.1,35.6,36.5,27.9,8.6,54.50000000000001,36.9,2.92,114
Nolan Schanuel,LAA,125,535,462,123,10,61,49,5,0.266,0.355,0.383,0.738,0.117,0.29,0.326,107,10.5,12.3,0.27,0.392,0.332,28.300000000000004,4.0,87.4,13.2,109.8,40.7,35.0,24.3,14.099999999999998,60.5,25.3,1.17,115
Colt Keith,DET,124,428,379,96,12,60,41,1,0.253,0.329,0.414,0.744,0.161,0.303,0.325,107,10.3,22.0,0.265,0.459,0.351,44.6,9.7,90.3,13.6,110.0,35.6,39.1,25.3,12.8,50.9,36.3,2.14,116
Trevor Larnach,MIN,123,491,437,111,16,54,55,2,0.254,0.327,0.414,0.741,0.16,0.295,0.323,106,9.2,21.0,0.257,0.417,0.325,44.8,8.0,90.9,11.0,111.8,40.8,35.5,23.7,10.7,59.5,29.9,2.28,117
Mike Yastrzemski,- - -,125,472,407,96,15,57,41,6,0.236,0.332,0.405,0.737,0.17,0.273,0.321,106,12.5,20.8,0.24,0.406,0.324,41.7,8.3,90.6,19.8,109.3,44.9,29.9,25.2,15.299999999999999,53.2,31.5,1.66,118
Paul Goldschmidt,NYY,126,480,440,122,10,71,43,5,0.277,0.329,0.418,0.747,0.141,0.327,0.322,106,6.9,18.8,0.275,0.468,0.339,42.0,8.5,90.3,16.0,111.2,38.4,34.1,27.6,12.5,56.8,30.7,2.72,119
Addison Barger,TOR,113,425,394,98,18,55,61,3,0.249,0.3,0.459,0.759,0.211,0.295,0.322,106,6.4,24.9,0.273,0.488,0.344,51.4,12.1,92.1,11.6,116.5,45.3,32.5,22.1,16.3,43.3,40.5,3.89,120
Jung Hoo Lee,SFG,131,546,493,129,7,64,48,10,0.262,0.326,0.406,0.732,0.144,0.285,0.319,106,8.1,11.4,0.284,0.397,0.329,32.2,3.9,87.1,10.4,106.3,42.8,31.5,25.7,14.499999999999998,59.5,26.0,1.41,121
Caleb Durbin,MIL,114,419,370,95,10,52,47,12,0.257,0.329,0.397,0.727,0.141,0.263,0.32,105,5.7,9.8,0.252,0.36,0.306,26.8,3.6000000000000005,84.9,14.2,108.9,44.3,36.3,19.3,19.6,55.1,25.3,1.72,122
Lars Nootbaar,STL,114,496,434,106,13,63,44,4,0.244,0.333,0.389,0.722,0.145,0.289,0.318,105,10.9,20.6,0.25,0.42,0.332,51.300000000000004,9.9,91.6,17.2,113.0,35.5,39.7,24.8,17.3,46.6,36.1,1.89,123
Mark Vientos,NYM,99,388,355,86,15,39,53,0,0.242,0.296,0.434,0.73,0.192,0.281,0.314,104,6.2,23.5,0.256,0.446,0.33,51.1,11.6,91.6,12.6,110.4,36.6,40.7,22.8,13.100000000000001,51.9,35.1,3.79,124
Edgar Quero,CHW,91,324,292,82,4,25,35,0,0.281,0.346,0.377,0.722,0.096,0.333,0.32,104,8.3,17.3,0.247,0.362,0.301,47.9,4.2,90.7,6.1,109.8,26.5,41.6,31.900000000000002,10.5,59.20000000000001,30.3,2.08,125
Gavin Lux,CIN,120,431,383,105,5,41,50,1,0.274,0.355,0.381,0.736,0.107,0.36,0.328,104,11.1,23.2,0.251,0.347,0.306,37.5,3.9,88.6,9.3,106.4,39.2,43.1,17.7,13.4,54.79999999999999,31.8,2.09,126
Nico Hoerner,CHC,133,546,503,146,5,68,54,23,0.29,0.339,0.38,0.719,0.089,0.305,0.316,104,5.9,7.1,0.293,0.39,0.322,29.5,2.4,86.4,12.9,104.7,37.0,35.7,27.399999999999995,17.9,57.49999999999999,24.6,1.2,127
Austin Riley,ATL,102,447,416,108,16,54,54,2,0.26,0.309,0.428,0.737,0.168,0.337,0.319,103,6.0,28.6,0.254,0.478,0.338,49.8,15.2,92.3,16.8,113.9,42.9,36.7,20.4,14.899999999999999,48.1,37.0,4.77,128
Tommy Pham,PIT,102,379,333,89,8,40,47,5,0.267,0.343,0.393,0.736,0.126,0.327,0.321,103,10.3,21.6,0.268,0.423,0.334,47.7,7.000000000000001,92.0,7.1,112.3,39.8,35.2,25.0,11.7,52.300000000000004,35.9,2.1,129
Victor Caratini,HOU,95,331,298,78,11,31,43,1,0.262,0.317,0.416,0.733,0.154,0.283,0.318,103,5.4,16.9,0.258,0.42,0.325,39.9,7.7,88.4,13.4,110.1,40.3,35.9,23.8,19.8,43.1,37.1,3.13,130
Andrew McCutchen,PIT,118,480,413,102,12,44,51,1,0.247,0.343,0.385,0.728,0.138,0.3,0.32,103,12.5,21.7,0.274,0.443,0.352,43.6,9.2,89.6,14.3,110.2,46.5,34.6,18.9,16.3,47.8,35.9,1.74,131
Xander Bogaerts,SDP,131,534,473,124,10,60,49,20,0.262,0.33,0.387,0.717,0.125,0.299,0.313,103,9.0,16.9,0.275,0.416,0.332,38.5,6.6000000000000005,89.0,11.0,112.2,44.9,35.2,19.9,15.1,54.79999999999999,30.099999999999998,1.88,132
Liam Hicks,MIA,102,335,287,74,5,34,39,0,0.258,0.349,0.362,0.712,0.105,0.296,0.319,102,10.7,15.5,0.251,0.355,0.317,26.6,3.3000000000000003,84.7,10.1,108.5,37.3,37.3,25.3,18.7,55.2,26.1,1.45,133
Nathan Lukes,TOR,113,368,324,82,10,48,55,2,0.253,0.326,0.401,0.727,0.148,0.27,0.317,102,9.2,13.3,0.256,0.381,0.312,33.9,4.6,87.1,10.5,105.7,33.9,36.4,29.7,16.6,54.1,29.299999999999997,1.45,134
Mickey Moniak,COL,115,389,366,96,18,49,55,6,0.262,0.298,0.5,0.798,0.238,0.302,0.337,102,4.6,23.9,0.274,0.5,0.343,46.0,12.7,89.8,16.3,111.8,46.4,31.2,22.5,13.8,45.3,40.9,5.2,135
Jesus Sanchez,- - -,112,430,391,99,12,51,42,9,0.253,0.316,0.417,0.733,0.164,0.299,0.318,102,8.1,20.9,0.261,0.473,0.341,44.6,11.2,91.5,8.4,114.8,42.9,34.0,23.1,15.8,48.8,35.3,2.58,136
Jackson Merrill,SDP,93,390,353,91,9,42,51,1,0.258,0.314,0.408,0.722,0.15,0.308,0.312,102,7.200000000000001,21.3,0.277,0.486,0.354,39.9,11.2,89.0,14.1,110.9,37.0,35.9,27.200000000000003,13.4,57.2,29.299999999999997,2.96,137
Carlos Narvaez,BOS,100,384,345,86,12,47,42,1,0.249,0.319,0.42,0.739,0.171,0.307,0.322,101,9.1,24.5,0.226,0.385,0.3,43.7,9.1,91.0,12.8,111.2,39.8,32.3,28.000000000000004,12.6,52.0,35.4,2.69,138
Jasson Dominguez,NYY,111,410,365,93,10,53,45,21,0.255,0.327,0.389,0.716,0.134,0.337,0.314,101,9.5,27.6,0.238,0.367,0.305,50.0,6.6000000000000005,90.7,13.1,112.1,39.8,34.8,25.4,15.6,44.1,40.2,2.91,139
Trevor Story,BOS,136,563,525,137,23,78,88,25,0.261,0.308,0.438,0.746,0.177,0.329,0.322,101,5.3,27.699999999999996,0.25,0.416,0.311,46.6,9.4,91.2,14.5,111.7,40.2,32.9,27.0,14.800000000000002,49.3,35.8,5.23,140
Josh Smith,TEX,126,500,443,113,9,63,33,10,0.255,0.334,0.375,0.709,0.12,0.296,0.314,101,9.2,16.8,0.261,0.387,0.321,32.0,5.0,87.5,12.1,108.2,36.7,36.5,26.8,17.1,53.29999999999999,29.600000000000005,1.83,141
J.T. Realmuto,PHI,114,470,432,114,11,49,47,7,0.264,0.322,0.4,0.722,0.137,0.332,0.316,100,6.4,23.6,0.269,0.436,0.33,46.6,9.0,90.4,11.0,110.4,39.9,36.8,23.4,12.5,55.1,32.4,3.69,142
Miguel Vargas,CHW,121,502,445,104,14,69,52,4,0.234,0.315,0.404,0.719,0.171,0.258,0.315,100,9.8,16.9,0.244,0.407,0.321,40.5,8.0,89.7,23.4,110.8,43.3,33.9,22.9,15.4,53.7,30.9,1.72,143
Lenyn Sosa,CHW,121,468,445,118,19,46,62,2,0.265,0.296,0.436,0.731,0.171,0.305,0.315,100,3.6000000000000005,22.0,0.282,0.49,0.345,43.8,9.9,90.7,19.4,111.5,38.6,35.1,26.400000000000002,15.1,54.2,30.7,6.11,144
Carlos Correa,- - -,122,489,451,123,10,53,45,0,0.273,0.327,0.388,0.715,0.115,0.323,0.315,100,7.6,18.8,0.287,0.449,0.344,47.2,6.9,90.9,7.8,112.7,40.3,33.3,26.400000000000002,16.1,48.9,35.0,2.47,145
Dansby Swanson,CHC,136,556,511,127,21,76,67,11,0.249,0.299,0.423,0.722,0.174,0.304,0.311,100,6.800000000000001,26.3,0.282,0.508,0.36,46.9,11.9,90.4,12.7,109.3,46.1,35.3,18.6,13.699999999999998,49.9,36.4,3.87,146
Tyler Freeman,COL,94,356,311,91,2,41,27,17,0.293,0.369,0.379,0.748,0.087,0.324,0.333,100,9.0,10.7,0.28,0.375,0.331,41.7,2.5,90.4,8.3,109.2,34.5,35.6,29.9,10.4,54.0,35.6,1.19,147
Luis Arraez,SDP,133,587,540,154,7,56,52,9,0.285,0.318,0.393,0.711,0.107,0.282,0.309,100,4.6,2.9,0.279,0.353,0.292,16.5,1.1,85.9,12.5,107.8,29.4,32.5,38.1,12.9,70.6,16.5,0.63,148
Andrew Benintendi,CHW,104,425,383,94,17,53,54,1,0.245,0.307,0.428,0.735,0.183,0.257,0.315,100,8.0,16.7,0.247,0.449,0.33,36.5,10.7,88.1,19.6,108.5,49.2,28.4,22.4,16.4,53.6,30.0,2.09,149
Teoscar Hernandez,LAD,113,458,429,106,21,53,78,5,0.247,0.282,0.452,0.734,0.205,0.288,0.313,100,4.6,25.8,0.26,0.461,0.331,45.4,12.3,89.8,8.8,112.5,38.9,36.1,25.0,14.2,50.0,35.8,5.61,150
Sean Murphy,ATL,93,333,287,58,16,34,45,0,0.202,0.303,0.415,0.718,0.213,0.246,0.313,99,10.5,30.9,0.208,0.423,0.323,42.2,13.4,89.0,10.7,114.4,49.7,30.5,19.8,15.5,47.6,36.9,2.94,151
Jordan Beck,COL,125,500,455,122,14,55,44,14,0.268,0.331,0.435,0.766,0.167,0.362,0.333,99,7.8,28.800000000000004,0.244,0.412,0.316,39.0,9.6,87.7,13.6,113.8,43.9,32.1,24.0,16.7,47.4,35.9,3.69,152
Spencer Horwitz,PIT,86,336,303,78,7,43,39,0,0.257,0.327,0.389,0.717,0.132,0.303,0.315,99,9.2,18.8,0.26,0.405,0.322,36.9,7.5,87.3,14.6,107.3,37.8,36.9,25.3,17.4,53.1,29.5,2.04,153
Steven Kwan,CLE,131,580,524,142,10,66,43,14,0.271,0.328,0.378,0.706,0.107,0.28,0.309,98,7.8,8.6,0.271,0.366,0.307,20.3,1.9,85.9,15.1,104.1,32.2,37.6,30.3,12.4,68.5,19.1,1.1,154
Ty France,- - -,126,462,417,109,7,49,50,1,0.261,0.329,0.372,0.701,0.11,0.304,0.311,98,4.8,16.7,0.268,0.443,0.34,43.6,8.2,89.5,10.7,110.5,33.3,37.7,28.9,13.5,55.00000000000001,31.6,3.48,155
Alec Bohm,PHI,106,442,406,113,9,46,51,2,0.278,0.326,0.392,0.717,0.113,0.316,0.314,98,5.9,16.5,0.273,0.415,0.325,45.6,6.5,90.5,6.8,109.3,31.7,41.7,26.6,12.7,52.400000000000006,34.9,2.8,156
Wilmer Flores,SFG,112,426,384,93,15,41,66,1,0.242,0.31,0.383,0.693,0.141,0.266,0.305,97,7.5,18.5,0.225,0.331,0.282,24.4,4.5,85.4,18.4,108.6,40.3,33.8,26.0,20.1,56.49999999999999,23.4,2.47,157
Cedric Mullins,- - -,117,457,399,88,16,54,57,20,0.221,0.303,0.404,0.707,0.183,0.256,0.308,97,10.1,23.6,0.219,0.358,0.296,35.8,6.4,88.8,22.9,108.4,47.8,29.100000000000005,23.1,17.7,53.79999999999999,28.4,2.34,158
Josh Bell,WSN,119,462,403,91,16,42,45,0,0.226,0.32,0.38,0.7,0.154,0.24,0.31,97,11.3,16.7,0.263,0.462,0.358,45.4,10.7,89.5,9.4,113.3,41.8,32.3,25.900000000000002,17.7,49.1,33.2,1.48,159
Nolan Gorman,STL,94,335,288,61,13,42,43,1,0.212,0.31,0.392,0.703,0.181,0.276,0.306,97,12.8,31.3,0.212,0.431,0.323,40.6,10.2,89.1,22.2,111.6,40.6,31.0,28.300000000000004,15.5,51.9,32.6,2.45,160
Bryan Reynolds,PIT,132,563,509,124,14,55,68,3,0.244,0.311,0.405,0.716,0.161,0.318,0.311,97,8.3,27.0,0.272,0.474,0.35,46.1,10.3,90.9,7.6,112.3,42.2,35.0,22.8,10.3,53.29999999999999,36.4,3.25,161
Christian Walker,HOU,132,554,502,118,21,59,74,2,0.235,0.3,0.406,0.706,0.171,0.289,0.307,96,6.9,26.899999999999995,0.24,0.435,0.32,44.8,12.3,90.7,17.2,113.2,42.3,35.6,22.1,16.2,47.1,36.7,3.9,162
Nick Gonzales,PIT,74,317,293,82,5,32,23,0,0.28,0.325,0.386,0.711,0.106,0.329,0.311,96,6.3,18.0,0.272,0.39,0.31,40.6,4.6,88.5,7.7,109.9,36.8,35.1,28.000000000000004,16.7,52.7,30.5,2.86,163
Mookie Betts,LAD,127,560,497,125,14,82,60,8,0.252,0.323,0.376,0.699,0.125,0.256,0.307,96,9.5,10.0,0.271,0.411,0.328,33.7,4.5,88.6,17.4,107.2,44.9,34.4,20.8,11.4,58.5,30.099999999999998,1.05,164
Jackson Holliday,BAL,130,566,515,127,15,62,51,14,0.247,0.313,0.384,0.697,0.138,0.296,0.307,96,7.8,21.7,0.256,0.428,0.326,41.2,8.7,89.1,8.6,109.6,35.4,39.4,25.2,14.000000000000002,56.00000000000001,30.0,2.78,165
Matt Shaw,CHC,105,361,326,75,11,47,36,16,0.23,0.296,0.402,0.698,0.172,0.26,0.303,95,8.3,19.9,0.247,0.39,0.31,30.4,7.000000000000001,84.7,12.2,109.2,40.1,33.5,26.5,23.7,48.6,27.6,2.4,166
Josh Jung,TEX,109,423,398,102,13,43,53,4,0.256,0.3,0.399,0.7,0.143,0.322,0.305,95,5.4,25.8,0.25,0.423,0.31,44.6,8.3,89.0,13.3,111.2,38.4,37.4,24.2,14.499999999999998,50.2,35.3,4.78,167
Lourdes Gurriel Jr.,ARI,129,546,500,124,19,52,80,10,0.248,0.295,0.418,0.713,0.17,0.254,0.307,94,5.7,13.900000000000002,0.264,0.426,0.321,37.9,7.200000000000001,87.8,16.3,109.1,41.6,36.3,22.2,18.0,51.5,30.5,2.44,168
Ramon Urias,- - -,99,358,322,82,10,32,40,2,0.255,0.304,0.401,0.705,0.146,0.299,0.304,94,7.000000000000001,22.3,0.24,0.393,0.301,41.0,8.4,89.2,12.8,109.4,48.2,33.5,18.3,16.7,51.0,32.3,3.19,169
Xavier Edwards,MIA,122,549,500,141,2,68,34,24,0.282,0.339,0.354,0.693,0.072,0.329,0.307,94,7.7,14.2,0.262,0.331,0.291,29.5,0.7,86.7,8.9,109.0,32.6,35.1,32.3,16.9,59.0,24.1,1.84,170
Lawrence Butler,ATH,133,554,499,115,18,74,54,17,0.23,0.304,0.405,0.709,0.174,0.299,0.31,94,9.6,28.300000000000004,0.242,0.411,0.317,44.5,9.6,90.6,8.9,113.6,34.6,36.3,29.100000000000005,15.4,51.5,33.1,2.95,171
Willi Castro,- - -,106,405,362,83,11,53,30,9,0.229,0.309,0.378,0.688,0.149,0.286,0.304,93,7.9,24.4,0.243,0.383,0.311,39.4,7.200000000000001,87.3,12.2,111.9,37.9,39.0,23.1,18.9,51.5,29.5,3.09,172
Ceddanne Rafaela,BOS,134,506,471,118,16,75,60,19,0.251,0.294,0.427,0.721,0.176,0.283,0.311,93,4.3,19.2,0.255,0.443,0.32,40.9,10.0,88.8,11.9,112.1,38.8,40.4,20.8,17.4,50.1,32.5,4.47,173
Agustin Ramirez,MIA,113,490,449,103,19,60,60,11,0.229,0.288,0.423,0.711,0.194,0.249,0.305,93,6.1,19.4,0.275,0.484,0.35,47.1,11.5,91.1,8.8,117.0,42.3,33.3,24.4,21.8,42.3,35.9,3.18,174
Ernie Clement,TOR,135,506,469,128,9,67,41,4,0.273,0.308,0.392,0.7,0.119,0.29,0.304,93,4.3,10.9,0.265,0.363,0.292,26.1,2.4,87.0,16.7,108.9,42.6,34.4,23.1,14.099999999999998,61.9,24.0,2.53,175
Adley Rutschman,BAL,85,348,308,70,9,37,29,0,0.227,0.31,0.373,0.684,0.146,0.248,0.302,93,10.6,15.8,0.255,0.43,0.338,39.2,7.8,89.8,14.1,111.0,42.5,33.9,23.6,10.6,53.1,36.2,1.49,176
Luis Garcia Jr.,WSN,120,456,423,110,11,57,55,11,0.26,0.296,0.404,0.7,0.144,0.284,0.302,92,5.0,15.6,0.293,0.469,0.346,44.2,8.3,89.9,9.1,111.7,38.6,41.4,20.0,17.2,50.3,32.5,3.12,177
Jake Burger,TEX,85,311,295,72,12,37,42,1,0.244,0.277,0.424,0.7,0.18,0.284,0.301,92,3.2,23.8,0.263,0.483,0.333,48.4,13.0,90.7,15.5,114.7,35.9,38.1,26.0,19.3,44.4,36.3,7.44,178
Bryson Stott,PHI,125,475,423,105,9,57,55,23,0.248,0.321,0.369,0.69,0.121,0.284,0.305,92,9.7,16.6,0.244,0.381,0.308,28.7,4.3,87.4,15.7,110.7,33.2,38.1,28.7,15.8,57.9,26.400000000000002,1.71,179
Masyn Winn,STL,124,519,476,121,9,69,51,9,0.254,0.309,0.368,0.677,0.113,0.302,0.299,92,6.2,18.9,0.245,0.354,0.29,34.8,5.0,88.3,15.8,110.0,40.8,33.8,25.4,17.3,56.8,25.900000000000002,3.05,180
Salvador Perez,KCR,131,543,507,121,23,46,77,0,0.239,0.283,0.438,0.721,0.199,0.259,0.307,92,4.2,19.5,0.283,0.55,0.369,46.4,15.1,90.0,18.0,114.8,47.3,32.8,19.9,16.7,46.3,37.1,4.64,181
Oneil Cruz,PIT,115,480,412,84,19,60,54,36,0.204,0.306,0.393,0.699,0.189,0.264,0.304,91,12.3,31.7,0.236,0.458,0.346,56.99999999999999,19.6,96.2,8.2,122.9,41.9,39.2,18.9,12.8,45.3,41.9,2.58,182
Nathaniel Lowe,- - -,131,531,476,107,18,58,76,1,0.225,0.299,0.389,0.688,0.164,0.275,0.301,91,9.6,25.8,0.241,0.395,0.314,40.9,7.3,89.1,10.3,111.7,33.9,34.8,31.3,17.3,51.2,31.6,2.69,183
Ezequiel Tovar,COL,72,300,280,75,8,37,23,4,0.268,0.307,0.436,0.743,0.168,0.333,0.321,91,5.0,23.7,0.279,0.477,0.341,40.8,9.9,89.7,15.9,112.5,39.9,31.0,29.100000000000005,12.7,51.2,36.2,4.74,184
Cam Smith,HOU,118,457,412,100,8,50,49,8,0.243,0.315,0.359,0.674,0.117,0.33,0.3,91,8.5,27.6,0.249,0.387,0.313,41.5,6.6000000000000005,87.8,8.2,113.9,36.9,34.8,28.199999999999996,16.0,55.7,28.199999999999996,3.25,185
Jose Caballero,- - -,109,321,272,63,4,45,32,42,0.232,0.334,0.335,0.669,0.103,0.322,0.303,91,12.5,27.1,0.222,0.325,0.298,30.9,5.2,86.2,18.9,114.4,39.3,39.3,21.5,19.4,51.800000000000004,28.800000000000004,2.17,186
Spencer Steer,CIN,128,504,455,107,17,56,63,6,0.235,0.304,0.398,0.702,0.163,0.275,0.307,90,8.3,22.4,0.222,0.363,0.292,31.6,7.200000000000001,87.1,19.3,108.3,48.1,32.2,19.7,17.7,55.39999999999999,27.0,2.7,187
Daniel Schneemann,CLE,110,361,321,70,11,41,34,9,0.218,0.3,0.377,0.677,0.159,0.273,0.298,90,9.7,26.3,0.236,0.431,0.324,41.7,11.8,88.9,10.4,111.2,42.5,36.4,21.1,15.8,50.0,34.2,2.71,188
Nick Castellanos,PHI,130,532,495,124,16,66,61,4,0.251,0.295,0.402,0.697,0.152,0.293,0.302,90,5.5,21.6,0.253,0.43,0.315,33.9,8.3,87.6,15.4,110.2,41.9,33.9,24.2,11.7,57.8,30.5,3.93,189
JJ Bleday,ATH,83,306,270,57,12,45,32,1,0.211,0.301,0.4,0.701,0.189,0.249,0.304,90,11.4,25.5,0.208,0.357,0.29,38.9,7.3,88.4,21.7,109.9,46.6,36.3,17.1,19.7,45.6,34.7,2.24,190
Jake Mangum,TBR,95,348,330,95,2,34,34,21,0.288,0.323,0.361,0.683,0.073,0.336,0.302,90,4.3,14.7,0.257,0.345,0.282,33.9,2.5,87.0,-1.0,108.3,25.4,37.5,37.1,20.0,54.29999999999999,25.7,3.42,191
Yainer Diaz,HOU,121,487,463,117,18,47,56,1,0.253,0.283,0.413,0.696,0.16,0.271,0.298,90,3.9,17.0,0.273,0.472,0.332,41.5,8.6,90.2,10.9,111.6,38.9,37.9,23.2,14.099999999999998,53.29999999999999,32.6,4.36,192
Javier Baez,DET,112,393,376,98,11,52,51,5,0.261,0.288,0.404,0.692,0.144,0.325,0.299,89,2.5,25.2,0.238,0.368,0.278,39.8,5.4,88.3,10.8,110.0,45.2,30.5,24.4,15.4,59.9,24.7,10.08,193
Kody Clemens,- - -,99,308,276,57,14,38,40,2,0.207,0.278,0.417,0.694,0.21,0.223,0.299,89,7.5,23.1,0.253,0.479,0.341,50.2,11.0,92.1,15.3,109.8,46.9,37.8,15.299999999999999,12.9,49.8,37.3,3.08,194
Otto Lopez,MIA,121,502,453,111,12,57,66,12,0.245,0.315,0.364,0.679,0.119,0.267,0.3,89,8.8,14.3,0.282,0.447,0.346,39.2,7.000000000000001,88.8,8.1,111.2,36.6,37.3,26.1,15.7,54.29999999999999,30.0,1.62,195
Josh Lowe,TBR,88,358,325,77,9,50,34,17,0.237,0.3,0.391,0.69,0.154,0.289,0.3,89,7.8,23.2,0.257,0.397,0.316,41.2,6.1,89.5,8.3,109.2,38.8,32.2,28.999999999999996,12.2,55.1,32.7,2.97,196
Adam Frazier,- - -,114,388,352,95,5,36,36,8,0.27,0.323,0.364,0.687,0.094,0.315,0.301,89,5.7,17.0,0.254,0.338,0.285,21.2,1.4,85.4,14.4,104.5,38.4,33.9,27.699999999999996,11.3,69.5,19.2,2.98,197
Marcus Semien,TEX,127,534,470,108,15,62,62,11,0.23,0.305,0.364,0.669,0.134,0.251,0.295,88,9.4,17.4,0.252,0.409,0.325,34.5,6.7,88.3,19.4,110.0,46.4,35.5,18.1,16.6,51.0,32.4,1.85,198
Austin Wells,NYY,107,387,347,73,19,44,61,5,0.21,0.267,0.429,0.696,0.219,0.226,0.296,88,6.5,25.3,0.215,0.408,0.294,44.4,10.0,90.3,21.2,111.9,39.1,31.8,29.100000000000005,16.7,52.300000000000004,31.0,3.89,199
Jorge Soler,LAA,82,315,279,60,12,31,34,0,0.215,0.293,0.387,0.68,0.172,0.273,0.298,88,8.9,29.799999999999997,0.213,0.401,0.304,41.3,12.7,89.7,13.8,112.7,49.5,34.0,16.5,16.0,51.1,33.0,3.35,200
Chase Meidroth,CHW,99,409,363,92,4,44,21,13,0.253,0.332,0.325,0.657,0.072,0.289,0.297,88,9.3,13.699999999999998,0.256,0.338,0.304,37.4,1.6,88.2,7.7,107.1,35.8,35.2,28.999999999999996,17.4,54.79999999999999,27.699999999999996,1.47,201
Adolis Garcia,TEX,125,513,476,112,18,56,73,13,0.235,0.277,0.408,0.684,0.172,0.278,0.294,87,5.1,24.8,0.247,0.449,0.319,47.5,11.8,92.3,17.0,113.6,39.9,33.4,26.700000000000003,12.1,53.1,34.8,4.86,202
Andrew Vaughn,- - -,94,381,350,82,14,31,59,0,0.234,0.284,0.394,0.678,0.16,0.252,0.294,87,6.3,18.4,0.275,0.486,0.352,47.7,13.0,91.6,13.3,111.2,36.8,41.1,22.1,10.5,55.39999999999999,34.0,2.92,203
Jonathan India,KCR,124,532,465,108,8,57,41,0,0.232,0.324,0.342,0.666,0.11,0.274,0.3,87,9.8,17.7,0.253,0.395,0.328,36.4,5.6,88.2,17.0,110.8,48.9,27.500000000000004,23.5,17.4,51.300000000000004,31.3,1.81,204
Ryan McMahon,- - -,133,519,450,97,18,54,46,2,0.216,0.316,0.387,0.703,0.171,0.294,0.31,87,12.3,31.8,0.229,0.447,0.337,50.5,12.2,93.4,14.7,113.6,40.8,40.1,19.2,7.3,52.300000000000004,40.4,2.59,205
Mauricio Dubon,HOU,113,354,327,82,7,38,28,3,0.251,0.299,0.373,0.672,0.122,0.264,0.295,87,6.2,10.5,0.253,0.337,0.283,25.2,1.4,84.3,13.3,110.8,36.4,33.7,29.9,23.8,54.79999999999999,21.4,1.69,206
